City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Moerai,PF,2022-07-19 02:33:38,-22.4333,-151.3333,72.82,82,64,17.2
272,Mount Gambier,AU,2022-07-19 02:33:39,-37.8333,140.7667,52.32,54,42,6.42
273,Vila Velha,BR,2022-07-19 02:29:05,-20.3297,-40.2925,68.95,91,40,1.14
274,Yerbogachen,RU,2022-07-19 02:33:39,61.2767,108.0108,74.05,46,72,9.24
275,Mareeba,AU,2022-07-19 02:33:39,-17.0,145.4333,75.49,63,0,3.96
276,Comodoro Rivadavia,AR,2022-07-19 02:34:40,-45.8667,-67.5,46.26,46,0,32.21
277,Georgetown,MY,2022-07-19 02:33:31,5.4112,100.3354,80.89,89,20,5.01
278,Andapa,MG,2022-07-19 02:34:40,-14.65,49.65,57.6,98,62,0.63
279,Bairiki,KI,2022-07-19 02:34:40,1.3292,172.9752,86.0,70,40,9.22
280,Komono,JP,2022-07-19 02:34:41,35.0,136.5167,80.33,99,100,2.82
281,Loding,NO,2022-07-19 02:34:41,67.3,14.75,51.71,94,75,2.3
282,Kaeo,NZ,2022-07-19 02:34:41,-35.1,173.7833,62.33,95,100,9.15
283,Clyde River,CA,2022-07-19 02:34:41,70.4692,-68.5914,35.83,100,100,5.75
284,Rocha,UY,2022-07-19 02:34:42,-34.4833,-54.3333,42.58,91,51,2.93
285,Banjarmasin,ID,2022-07-19 02:34:42,-3.3244,114.591,84.34,57,48,3.13
286,Letlhakane,BW,2022-07-19 02:34:42,-21.4167,25.5833,48.11,85,0,5.66
287,Kawalu,ID,2022-07-19 02:34:43,-7.3817,108.2082,78.91,82,85,3.38
288,Salinopolis,BR,2022-07-19 02:34:43,-0.6136,-47.3561,77.99,87,85,12.19
289,Sao Luiz Gonzaga,BR,2022-07-19 02:34:43,-28.4083,-54.9608,54.36,88,84,2.86
290,Longhua,CN,2022-07-19 02:34:43,23.6137,114.1919,91.71,60,100,5.44
291,Kruisfontein,ZA,2022-07-19 02:34:44,-34.0033,24.7314,53.89,92,50,4.43
292,Mananjary,MG,2022-07-19 02:34:44,-21.2167,48.3333,67.75,81,100,10.27
293,Peniche,PT,2022-07-19 02:34:44,39.3558,-9.3811,68.29,86,5,8.12
294,Haines Junction,CA,2022-07-19 02:34:45,60.7522,-137.5108,58.95,63,39,10.36
295,Kiama,AU,2022-07-19 02:34:45,-34.6833,150.8667,55.0,87,93,11.39
296,Faanui,PF,2022-07-19 02:34:45,-16.4833,-151.75,76.55,72,2,6.55
297,Mahajanga,MG,2022-07-19 02:34:46,-15.7167,46.3167,66.22,68,20,6.91
298,Neiafu,TO,2022-07-19 02:34:46,-18.65,-173.9833,81.28,74,40,12.66
299,Lieksa,FI,2022-07-19 02:31:54,63.3167,30.0167,54.55,86,100,5.19
300,Andros,GR,2022-07-19 02:34:46,37.8333,24.9333,72.73,54,0,21.0
301,Nhulunbuy,AU,2022-07-19 02:34:47,-12.2333,136.7667,84.81,48,0,13.8
302,Kailua,US,2022-07-19 02:34:47,21.4022,-157.7394,84.18,75,100,13.8
303,Rimbey,CA,2022-07-19 02:34:47,52.6334,-114.2353,64.63,88,8,3.49
304,Lasa,IT,2022-07-19 02:34:48,46.6166,10.7002,63.36,85,18,0.87
305,Mogadishu,SO,2022-07-19 02:34:48,2.0371,45.3438,74.93,82,67,19.33
306,Lima,PE,2022-07-19 02:33:07,-12.0432,-77.0282,59.9,86,100,12.66
307,Guarapari,BR,2022-07-19 02:34:48,-20.6667,-40.4975,68.9,91,2,5.1
308,Gizo,SB,2022-07-19 02:34:49,-8.103,156.8419,84.6,63,78,2.57
309,Tabou,CI,2022-07-19 02:33:58,4.423,-7.3528,74.17,78,100,10.38
310,Marystown,CA,2022-07-19 02:34:49,47.1666,-55.1483,61.86,100,93,1.01
311,Honningsvag,NO,2022-07-19 02:34:49,70.9821,25.9704,51.55,93,98,4.61
312,Chifeng,CN,2022-07-19 02:34:50,42.2683,118.9636,80.13,42,9,6.08
313,Nizhniy Tsasuchey,RU,2022-07-19 02:34:50,50.5167,115.1333,83.48,34,0,4.76
314,Krasnoselkup,RU,2022-07-19 02:34:50,65.7,82.4667,60.69,62,66,15.46
315,Sangar,RU,2022-07-19 02:33:16,63.9242,127.4739,80.1,54,46,9.31
316,Viedma,AR,2022-07-19 02:34:51,-40.8135,-62.9967,40.03,38,31,10.56
317,Kokkola,FI,2022-07-19 02:34:51,63.8385,23.1307,58.93,92,0,8.05
318,Nouadhibou,MR,2022-07-19 02:34:51,20.931,-17.0347,69.78,83,37,9.22
319,Lorengau,PG,2022-07-19 02:34:52,-2.0226,147.2712,81.97,74,100,3.44
320,Trairi,BR,2022-07-19 02:31:14,-3.2778,-39.2689,76.41,83,37,9.28
321,Berovo,MK,2022-07-19 02:34:52,41.7031,22.8578,52.05,62,25,2.48
322,Pisco,PE,2022-07-19 02:34:52,-13.7,-76.2167,59.05,88,100,2.3
323,Bushehr,IR,2022-07-19 02:35:53,28.9684,50.8385,86.09,70,72,4.61
324,Along,IN,2022-07-19 02:35:53,28.1667,94.7667,76.1,99,100,0.6
325,Alice,US,2022-07-19 02:35:53,27.7523,-98.0697,84.09,74,0,17.27
326,Arlit,NE,2022-07-19 02:35:54,18.7369,7.3853,88.41,36,92,8.63
327,Yucca Valley,US,2022-07-19 02:35:54,34.1142,-116.4322,97.32,28,2,14.0
328,Dingle,PH,2022-07-19 02:35:54,10.9995,122.6711,80.08,85,100,5.82
329,Tual,ID,2022-07-19 02:35:18,-5.6667,132.75,80.01,81,40,18.57
330,Rodez,FR,2022-07-19 02:35:55,44.5,2.5833,78.48,36,0,13.8
331,Kargil,IN,2022-07-19 02:35:55,34.5667,76.1,64.8,49,60,4.72
332,Yunguyo,PE,2022-07-19 02:35:55,-16.25,-69.0833,41.83,81,100,2.77
333,Karratha,AU,2022-07-19 02:35:24,-20.7377,116.8463,77.5,35,5,10.71
334,Sotnikovo,RU,2022-07-19 02:35:56,51.8845,107.4791,77.09,44,20,13.42
335,Togur,RU,2022-07-19 02:35:56,58.3631,82.8265,65.55,66,67,11.63
336,Beringovskiy,RU,2022-07-19 02:31:28,63.05,179.3167,56.1,50,39,20.09
337,Columbia,US,2022-07-19 02:31:44,34.0007,-81.0348,78.44,88,75,3.44
338,Seoul,KR,2022-07-19 02:33:53,37.5683,126.9778,88.99,66,40,5.75
339,Saint-Francois,FR,2022-07-19 02:35:57,46.4154,3.9054,60.67,88,0,1.14
340,Winnemucca,US,2022-07-19 02:35:57,40.973,-117.7357,87.85,23,40,9.22
341,Onguday,RU,2022-07-19 02:35:57,50.75,86.15,59.31,64,58,3.24
342,Broome,US,2022-07-19 02:35:58,42.2506,-75.833,72.46,85,100,11.5
343,Srednekolymsk,RU,2022-07-19 02:35:58,67.45,153.6833,61.92,44,99,14.36
344,Luderitz,NA,2022-07-19 02:35:21,-26.6481,15.1594,55.63,87,0,10.94
345,Udachnyy,RU,2022-07-19 02:35:58,66.4167,112.4,53.46,93,73,9.84
346,Taltal,CL,2022-07-19 02:32:17,-25.4,-70.4833,57.52,74,27,3.06
347,Nanortalik,GL,2022-07-19 02:35:59,60.1432,-45.2371,46.62,80,82,9.8
348,Chuy,UY,2022-07-19 02:33:55,-33.6971,-53.4616,45.48,90,86,2.95
349,Iranshahr,IR,2022-07-19 02:35:59,27.2025,60.6848,89.94,55,75,6.91
350,General Cepeda,MX,2022-07-19 02:31:08,25.3833,-101.45,80.08,41,16,7.92
351,Zhemtala,RU,2022-07-19 02:36:00,43.2841,43.6559,62.24,84,38,1.19
352,Kunya,NG,2022-07-19 02:36:00,12.2233,8.5325,74.8,81,73,9.28
353,Felanitx,ES,2022-07-19 02:36:00,39.4696,3.1483,79.14,73,0,1.77
354,Alexander City,US,2022-07-19 02:36:01,32.944,-85.9539,73.49,100,0,0.0
355,Havre-Saint-Pierre,CA,2022-07-19 02:36:01,50.2334,-63.5986,55.76,94,0,4.61
356,Nishihara,JP,2022-07-19 02:36:01,26.1842,127.7558,87.85,81,75,12.66
357,Juba,SS,2022-07-19 02:36:02,4.8517,31.5825,68.63,98,100,2.28
358,Sain Alto,MX,2022-07-19 02:36:02,23.5833,-103.25,69.4,42,42,6.78
359,Slonim,BY,2022-07-19 02:36:02,53.0867,25.3219,55.96,98,96,5.12
360,Mayo,US,2022-07-19 02:32:48,38.8876,-76.5119,78.76,90,0,5.75
361,Salalah,OM,2022-07-19 02:36:03,17.0151,54.0924,75.29,100,100,5.75
362,Bandar-E Lengeh,IR,2022-07-19 02:36:03,26.5579,54.8807,91.51,75,97,6.91
363,Umm Lajj,SA,2022-07-19 02:37:04,25.0213,37.2685,83.44,58,5,6.49
364,Itaquyry,PY,2022-07-19 02:37:04,-24.9333,-55.2167,59.16,99,96,3.33
365,Virginia Beach,US,2022-07-19 02:33:35,36.8529,-75.978,85.01,84,40,11.5
366,Machali,CL,2022-07-19 02:32:49,-34.1833,-70.6667,48.69,56,37,5.19
367,Mount Isa,AU,2022-07-19 02:37:05,-20.7333,139.5,74.97,31,0,9.22
368,Bonfim,BR,2022-07-19 02:37:05,3.0833,-59.95,76.66,85,75,4.07
369,Hastings,GB,2022-07-19 02:37:05,50.8552,0.5729,72.9,62,0,7.34
370,Sur,OM,2022-07-19 02:37:06,22.5667,59.5289,84.51,87,58,9.4
371,Albi,FR,2022-07-19 02:37:06,43.9298,2.148,82.9,29,0,5.99
372,Pochutla,MX,2022-07-19 02:37:06,15.7432,-96.4661,82.22,84,1,3.51
373,Khatanga,RU,2022-07-19 02:37:07,71.9667,102.5,49.82,69,100,17.18
374,Urucara,BR,2022-07-19 02:37:07,-2.5364,-57.76,77.94,72,93,2.26
375,Necocli,CO,2022-07-19 02:37:07,8.4234,-76.786,78.39,89,41,4.38
376,Santiago Del Estero,AR,2022-07-19 02:37:08,-27.7951,-64.2615,51.57,57,0,4.61
377,Asfi,MA,2022-07-19 02:37:08,32.2994,-9.2372,69.33,86,1,16.93
378,Coahuayana,MX,2022-07-19 02:35:21,18.7333,-103.6833,79.07,83,100,1.41
379,Hengshui,CN,2022-07-19 02:37:08,37.7322,115.7011,86.0,57,100,4.07
380,Provideniya,RU,2022-07-19 02:33:57,64.3833,-173.3,48.36,66,75,13.42
381,Moron,AR,2022-07-19 02:34:10,-34.6534,-58.6198,51.55,57,78,3.89
382,Parchim,DE,2022-07-19 02:37:09,53.4263,11.8488,61.72,64,8,1.95
383,Darhan,MN,2022-07-19 02:37:09,49.4867,105.9228,78.71,39,66,3.8
384,Bella Vista,US,2022-07-19 02:37:10,36.4295,-94.2316,88.48,47,0,6.91
385,Henties Bay,NA,2022-07-19 02:37:10,-22.116,14.2845,55.85,95,2,6.06
386,Mazatlan,MX,2022-07-19 02:37:10,23.2167,-106.4167,87.76,75,100,1.01
387,West Wendover,US,2022-07-19 02:37:11,40.7391,-114.0733,90.61,21,0,14.97
388,Nouakchott,MR,2022-07-19 02:32:12,18.0858,-15.9785,78.73,85,11,9.1
389,San Cristobal,VE,2022-07-19 02:37:11,7.7669,-72.225,69.98,84,99,2.33
390,Boa Vista,BR,2022-07-19 02:37:11,2.8197,-60.6733,78.78,83,75,2.3
391,Kamenka,RU,2022-07-19 02:37:11,51.3223,42.7678,56.28,87,13,11.23
392,Richards Bay,ZA,2022-07-19 02:37:12,-28.783,32.0377,63.52,83,0,10.02
393,Hit,IQ,2022-07-19 02:37:12,33.6416,42.8251,91.22,17,0,7.94
394,Amga,RU,2022-07-19 02:37:12,60.8953,131.9608,80.92,42,29,5.91
395,Mbumi,TZ,2022-07-19 02:37:13,-7.9058,39.2105,67.42,95,63,3.22
396,Ramenskoye,RU,2022-07-19 02:36:13,55.5669,38.2303,55.15,82,0,8.99
397,Lompoc,US,2022-07-19 02:33:41,34.6391,-120.4579,84.78,68,0,11.5
398,Lata,PT,2022-07-19 02:37:13,40.1629,-8.3327,59.94,95,51,0.67
399,Mullovka,RU,2022-07-19 02:37:14,54.2,49.4,64.22,90,23,10.65
400,Kasongo,CD,2022-07-19 02:37:14,-4.45,26.6667,74.03,61,91,2.26
401,Verkhoyansk,RU,2022-07-19 02:37:14,67.5447,133.385,54.39,78,100,8.63
402,Bundaberg,AU,2022-07-19 02:37:15,-24.85,152.35,74.21,55,10,3.0
403,Puerto Leguizamo,CO,2022-07-19 02:37:15,-0.1934,-74.7819,70.72,98,63,1.66
404,Talnakh,RU,2022-07-19 02:37:15,69.4865,88.3972,63.21,39,76,7.29
405,Troitsko-Pechorsk,RU,2022-07-19 02:37:15,62.7084,56.1964,68.95,60,17,3.24
406,Lichinga,MZ,2022-07-19 02:37:16,-13.3128,35.2406,55.49,88,20,14.97
407,Orlik,RU,2022-07-19 02:37:16,52.5178,99.825,51.62,95,100,5.44
408,Geraldton,AU,2022-07-19 02:37:16,-28.7667,114.6,61.21,77,0,12.66
409,Tekkali,IN,2022-07-19 02:38:17,18.6167,84.2333,84.67,73,77,6.04
410,Tiarei,PF,2022-07-19 02:38:17,-17.5333,-149.3333,80.62,70,13,2.64
411,Irgakly,RU,2022-07-19 02:38:17,44.3611,44.7556,72.43,62,81,11.54
412,Corpus Christi,US,2022-07-19 02:38:18,27.8006,-97.3964,85.98,81,20,19.57
413,Flin Flon,CA,2022-07-19 02:38:18,54.7682,-101.865,71.55,51,26,5.21
414,Karoi,ZW,2022-07-19 02:38:18,-16.8099,29.6925,49.37,86,4,4.97
415,Fukue,JP,2022-07-19 02:41:33,32.6881,128.8419,82.76,78,75,8.05
416,Komsomolskiy,UZ,2022-07-19 02:41:34,40.4272,71.7189,84.92,23,0,4.61
417,Duldurga,RU,2022-07-19 02:41:34,50.6761,113.5931,81.23,40,2,6.98
418,Sovetskiy,RU,2022-07-19 02:41:34,61.3614,63.5842,71.1,42,2,2.15
419,Aklavik,CA,2022-07-19 02:41:35,68.2191,-135.0107,57.72,94,100,1.34
420,Goderich,CA,2022-07-19 02:41:35,43.7501,-81.7165,69.91,77,0,3.44
421,Batasan,PH,2022-07-19 02:41:35,12.7667,120.7833,82.51,77,83,9.28
422,Rudnogorsk,RU,2022-07-19 02:41:36,57.2639,103.7519,65.93,56,98,6.49
423,Beyneu,KZ,2022-07-19 02:41:36,45.3167,55.2,91.67,22,0,15.1
424,Sandata,RU,2022-07-19 02:41:36,46.2708,41.7583,68.07,40,94,9.48
425,Ferme-Neuve,CA,2022-07-19 02:41:37,46.7001,-75.4493,63.25,98,75,2.73
426,Emerald,AU,2022-07-19 02:39:52,-23.5333,148.1667,69.35,42,0,9.53
427,Maceio,BR,2022-07-19 02:41:37,-9.6658,-35.7353,78.24,78,75,8.05
428,Mandan,US,2022-07-19 02:41:37,46.8267,-100.8896,87.78,72,0,6.91
429,Mirpur Sakro,PK,2022-07-19 02:41:38,24.5474,67.6277,84.61,78,86,9.6
430,Coquimbo,CL,2022-07-19 02:41:38,-29.9533,-71.3436,53.33,87,0,2.3
431,Whitehorse,CA,2022-07-19 02:40:13,60.7161,-135.0538,57.09,72,75,4.61
432,Misratah,LY,2022-07-19 02:41:38,32.3754,15.0925,78.67,66,0,2.46
433,Kirakira,SB,2022-07-19 02:41:39,-10.4544,161.9205,83.66,70,24,6.73
434,Manado,ID,2022-07-19 02:41:39,1.487,124.8455,86.77,62,20,4.61
435,Tuatapere,NZ,2022-07-19 02:41:39,-46.1333,167.6833,45.86,85,100,7.67
436,Half Moon Bay,US,2022-07-19 02:41:40,37.4636,-122.4286,79.03,75,0,16.11
437,Hambantota,LK,2022-07-19 02:41:40,6.1241,81.1185,82.74,83,20,6.91
438,Aksu,CN,2022-07-19 02:41:40,41.1231,80.2644,88.48,17,5,15.08
439,Saint Anthony,US,2022-07-19 02:41:41,45.0205,-93.218,86.72,65,0,8.05
440,Mumford,GH,2022-07-19 02:41:41,5.2618,-0.759,74.01,86,32,10.18
441,Marsh Harbour,BS,2022-07-19 02:41:41,26.5412,-77.0636,82.09,77,7,12.35
442,Yankton,US,2022-07-19 02:41:41,42.8711,-97.3973,87.12,58,0,17.27
443,Saint-Augustin,CA,2022-07-19 02:39:07,51.226,-58.6502,62.22,68,33,5.55
444,San Quintin,MX,2022-07-19 02:41:42,30.4833,-115.95,69.51,78,1,7.81
445,Garowe,SO,2022-07-19 02:41:42,8.4054,48.4845,71.58,67,66,26.89
446,Lalibela,ET,2022-07-19 02:41:42,12.0333,39.0333,56.68,86,77,0.98
447,Portobelo,PA,2022-07-19 02:42:43,9.55,-79.65,79.11,89,68,4.03
448,Damara,CF,2022-07-19 02:42:43,4.9608,18.7035,68.36,97,81,1.3
449,Butte,US,2022-07-19 02:42:43,39.6499,-121.5677,98.62,12,0,16.11
450,Wagga Wagga,AU,2022-07-19 02:42:44,-35.1167,147.3667,54.84,43,0,7.49
451,Malanje,AO,2022-07-19 02:42:44,-9.5402,16.341,59.59,89,3,3.87
452,Paamiut,GL,2022-07-19 02:37:50,61.994,-49.6678,44.42,79,100,6.42
453,Opichen,MX,2022-07-19 02:42:44,20.55,-89.85,82.36,65,13,5.84
454,Vila Franca Do Campo,PT,2022-07-19 02:42:45,37.7167,-25.4333,72.01,95,60,2.3
455,Eureka,US,2022-07-19 02:42:45,40.8021,-124.1637,64.18,79,10,5.01
456,Marquette,US,2022-07-19 02:42:45,46.5333,-87.6335,76.44,85,42,9.35
457,Wynyard,AU,2022-07-19 02:42:45,-41.0,145.7167,50.95,45,0,2.55
458,Columbus,US,2022-07-19 02:37:51,39.9612,-82.9988,75.81,90,0,3.44
459,Sao Filipe,CV,2022-07-19 02:42:46,14.8961,-24.4956,75.22,82,95,8.28
460,Yeniseysk,RU,2022-07-19 02:42:46,58.4497,92.1703,56.95,96,100,1.39
461,Nadadores,MX,2022-07-19 02:42:47,27.05,-101.6,97.25,29,2,10.07
462,Taramangalam,IN,2022-07-19 02:42:47,11.7,77.9833,77.41,94,40,4.61
463,Mercedes,AR,2022-07-19 02:42:47,-34.6515,-59.4307,42.85,55,59,4.41
464,Byron Bay,AU,2022-07-19 02:38:00,-28.65,153.6167,53.94,77,87,9.64
465,Irati,BR,2022-07-19 02:42:48,-25.4672,-50.6511,57.85,99,98,1.48
466,Qaqortoq,GL,2022-07-19 02:42:48,60.7167,-46.0333,46.42,78,19,1.41
467,Maltahohe,NA,2022-07-19 02:42:48,-24.8333,16.9833,50.45,39,3,4.97
468,Gilgit,PK,2022-07-19 02:42:49,35.9221,74.3087,87.06,46,0,4.07
469,Sakakah,SA,2022-07-19 02:42:49,29.9697,40.2064,85.57,19,0,8.63
470,Kashi,CN,2022-07-19 02:42:49,39.4547,75.9797,88.81,8,0,15.66
471,Ulladulla,AU,2022-07-19 02:42:50,-35.35,150.4667,49.46,79,100,10.47
472,Erzin,TR,2022-07-19 02:38:06,36.9559,36.2,74.89,76,0,1.39
473,Syracuse,IT,2022-07-19 02:41:20,37.0881,15.2792,78.39,59,0,3.87
474,Bhuj,IN,2022-07-19 02:42:50,23.2667,69.6667,82.15,80,90,12.62
475,Oulainen,FI,2022-07-19 02:42:50,64.2667,24.8,49.8,92,96,6.11
476,Padang,ID,2022-07-19 02:42:51,-0.9492,100.3543,80.65,56,10,3.11
477,Teluknaga,ID,2022-07-19 02:42:51,-6.0989,106.6381,90.55,74,20,3.44
478,Yar-Sale,RU,2022-07-19 02:42:51,66.8333,70.8333,61.61,53,100,9.22
479,Ewa Beach,US,2022-07-19 02:39:52,21.3156,-158.0072,84.15,64,75,18.41
480,Klaksvik,FO,2022-07-19 02:42:52,62.2266,-6.589,52.72,92,93,16.2
481,Cidreira,BR,2022-07-19 02:42:52,-30.1811,-50.2056,54.27,92,5,5.01
482,Bonga,ET,2022-07-19 02:42:52,7.2833,36.2333,57.78,99,99,1.3
483,Bud,US,2022-07-19 02:42:53,39.447,-86.1758,76.95,89,0,2.64
484,Monte Alegre De Sergipe,BR,2022-07-19 02:42:53,-10.0272,-37.5622,65.79,97,43,6.29
485,Caravelas,BR,2022-07-19 02:42:53,-17.7125,-39.2481,70.14,88,30,5.46
486,Williston,US,2022-07-19 02:39:01,48.147,-103.618,84.94,73,95,4.18
487,Taoudenni,ML,2022-07-19 02:42:54,22.6783,-3.9836,92.93,10,3,4.45
488,Poya,NC,2022-07-19 02:42:54,-21.35,165.15,76.33,79,98,10.16
489,San Rafael Del Sur,NI,2022-07-19 02:42:54,11.8485,-86.4384,77.97,78,100,11.07
490,Touros,BR,2022-07-19 02:42:55,-5.1989,-35.4608,74.93,89,89,12.03
491,Yarada,IN,2022-07-19 02:39:20,17.65,83.2667,84.52,84,75,11.5
492,Tarauaca,BR,2022-07-19 02:42:55,-8.1614,-70.7656,74.16,87,89,2.48
493,Mnogovershinnyy,RU,2022-07-19 02:43:55,53.9353,139.9242,53.62,95,100,6.51
494,Kattivakkam,IN,2022-07-19 02:43:56,13.2167,80.3167,85.06,77,100,8.63
495,Jiayuguan,CN,2022-07-19 02:39:09,39.8167,98.3,80.87,17,37,11.45
496,Te Anau,NZ,2022-07-19 02:43:56,-45.4167,167.7167,41.49,98,100,4.74
497,Nioro,GM,2022-07-19 02:43:56,13.35,-15.75,77.32,85,95,5.59
498,Mattawa,US,2022-07-19 02:43:57,46.7379,-119.9028,85.87,28,0,5.55
499,Buin,CL,2022-07-19 02:43:57,-33.7333,-70.75,59.86,58,5,3.33
500,Campoverde,PE,2022-07-19 02:43:57,-8.4753,-74.8058,74.89,97,100,1.14
501,Matagami,CA,2022-07-19 02:43:58,49.7502,-77.6328,69.91,68,100,23.02
502,Swan River,CA,2022-07-19 02:43:58,52.1058,-101.2676,76.89,57,92,3.44
503,Krasnoborsk,RU,2022-07-19 02:43:58,61.5598,45.934,61.02,99,100,6.55
504,Sorland,NO,2022-07-19 02:43:58,67.667,12.6934,51.66,84,95,10.92
505,Weihai,CN,2022-07-19 02:39:07,37.5017,122.1136,78.48,66,44,5.55
506,Linguere,SN,2022-07-19 02:43:59,15.3953,-15.1193,83.17,64,83,9.24
507,Khvoynaya,RU,2022-07-19 02:43:59,58.9,34.5333,50.09,93,28,5.53
508,Gelemso,ET,2022-07-19 02:43:59,8.8167,40.5167,57.85,79,100,5.35
509,Quthing,LS,2022-07-19 02:44:00,-30.4,27.7003,42.13,54,3,2.37
510,Bagru,IN,2022-07-19 02:44:00,26.8088,75.5423,88.14,63,100,9.33
511,Sioux Lookout,CA,2022-07-19 02:42:43,50.1001,-91.917,69.87,83,20,0.0
512,High Prairie,CA,2022-07-19 02:42:18,55.4334,-116.4858,67.59,75,53,11.16
513,Yibin,CN,2022-07-19 02:44:01,28.7667,104.6238,75.0,86,100,2.86
514,Kannangad,IN,2022-07-19 02:44:01,12.3081,75.1063,78.91,82,85,0.43
515,Voyvozh,RU,2022-07-19 02:44:01,62.892,54.9635,68.77,57,36,6.73
516,Kozhva,RU,2022-07-19 02:44:01,65.1073,57.0459,68.79,68,34,6.35
517,Jieshi,CN,2022-07-19 02:41:35,22.8134,115.8257,85.03,77,100,9.42
518,Aloleng,PH,2022-07-19 02:44:02,16.1307,119.7824,84.65,72,66,6.06
519,Ayagoz,KZ,2022-07-19 02:44:02,47.9714,80.4392,71.64,30,0,9.4
520,La Ronge,CA,2022-07-19 02:44:03,55.1001,-105.2842,80.82,34,40,4.61
521,Carauari,BR,2022-07-19 02:44:03,-4.8828,-66.8958,78.31,75,97,2.66
522,Krabi,TH,2022-07-19 02:39:39,8.0726,98.9105,88.05,76,20,4.61
523,Marzuq,YE,2022-07-19 02:44:03,14.4,46.4667,77.05,52,100,7.31
524,Dalby,AU,2022-07-19 02:44:04,-27.1833,151.2667,61.75,37,66,4.72
525,Babu,CN,2022-07-19 02:44:04,24.4167,111.5167,84.78,82,100,5.88
526,Meulaboh,ID,2022-07-19 02:44:05,4.1363,96.1285,81.97,69,85,2.24
527,Fez,MA,2022-07-19 02:44:05,34.0372,-4.9998,71.85,78,2,4.61
528,Zeya,RU,2022-07-19 02:44:05,53.75,127.2667,76.62,69,100,1.03
529,Zhigalovo,RU,2022-07-19 02:44:06,54.8097,105.1578,64.56,87,100,3.4
530,Amarwara,IN,2022-07-19 02:44:06,22.3,79.1667,73.38,91,100,7.2
531,Nelson Bay,AU,2022-07-19 02:40:36,-32.7167,152.15,57.99,97,99,8.01
532,Ribas Do Rio Pardo,BR,2022-07-19 02:44:07,-20.4431,-53.7592,70.39,58,100,3.04
533,Simpang,ID,2022-07-19 02:44:07,-1.2667,104.0833,87.98,60,55,5.23
534,Iquitos,PE,2022-07-19 02:44:07,-3.7481,-73.2472,75.24,100,0,2.3
535,Ajdabiya,LY,2022-07-19 02:44:08,30.7554,20.2263,76.84,45,0,13.15
536,Praya,CV,2022-07-19 02:39:25,14.9215,-23.5087,75.74,88,75,13.8
537,Kaitangata,NZ,2022-07-19 02:44:08,-46.2817,169.8464,45.16,86,100,8.03
538,Calvinia,ZA,2022-07-19 02:45:08,-31.4707,19.776,49.95,65,98,2.89
539,Kerrville,US,2022-07-19 02:43:11,30.0474,-99.1403,89.82,40,0,4.61
540,Cuamba,MZ,2022-07-19 02:45:09,-14.8031,36.5372,58.73,91,0,1.74
541,Sao Jose De Ribamar,BR,2022-07-19 02:45:09,-2.5619,-44.0542,80.98,84,73,12.66
542,Mezen,RU,2022-07-19 02:45:09,65.8522,44.24,60.6,78,100,6.15
543,Campo Maior,BR,2022-07-19 02:45:10,-4.8278,-42.1686,73.92,71,19,1.32
544,Ertil,RU,2022-07-19 02:45:10,51.8406,40.8056,54.84,91,3,10.0
